Description,groupTreatment
נושא: בוקר טוב אבקש ליצור קשר עם מאיה כהן בפלאפון 050-3161123    [cid:image011.png 01D5627F.46ED1990] מלי שבו מנהלת תחום משאבי אנוש אגף לתכנון והון אנושי  050-6223404 074-7578346 malish iplan.gov.i...,7878 מרכז שירות ותמיכה טכנולוגית
"נושא: בעיה בקבלת מיילים שלום רב,  פונים אלי מספר פעמים, דרך גורם שלישי, בטענה ששולחים מיילים אלי ואני לא מגיב. בדקתי את הנושא ומצאתי ששולחים לכתובת: aminadavha iplan.gov.il<mailto:aminadavha iplan....",צוות טכנאים
תקלה כללית בבוקסר- אין סנכרון מייל לנייד ,7878 מרכז שירות ותמיכה טכנולוגית
כרטיס פג תוקף גם לאחר הארכה לא ניתן להתחבר,7878 מרכז שירות ותמיכה טכנולוגית
"נושא: הוספת אנשי קשר לרשימת תפוצה. שבוע טוב  אבקש להוסיף את המיילים הבאים לרשימת תפוצה ""מנהלי מכוני בקרה"".  MoriaK chamber.org.il<mailto:MoriaK chamber.org.il> meravw chamber.org.il<mailto:meravw c...",7878 מרכז שירות ותמיכה טכנולוגית
לא ניתן לשמור קבצים בכונן M- תקלה כללית,7878 מרכז שירות ותמיכה טכנולוגית
"נושא: עידכון נציגי עיריית חיפה  בוקר טוב. אנא תעדכנו  ב -outlook  את נציגות עיריית חיפה והתפקיד שלהן –  אדר' רפפורט רותי- מנהלת אגף תכנון עיר, עיריית חיפה אורנה מור, המחלקה להתחדשות עירונית ,עיריית...",7878 מרכז שירות ותמיכה טכנולוגית
לא ניתן לשמור קבצים בכונן M- תקלה כללית,7878 מרכז שירות ותמיכה טכנולוגית
לא ניתן לשמור קבצים בכונן M- תקלה כללית,7878 מרכז שירות ותמיכה טכנולוגית
נושא: Case CS0188159 handled and resolved in Bynet Data Communication   נשלח מ- Bynet Data Communication Service   מכתובת מייל: bynetprod@service-now.com [cid:sys_attachment.dosys_id6b199927db8dfb4...,7878 מרכז שירות ותמיכה טכנולוגית
"נושא: בעיה בחיבור מרחוק- סיון פרקש בוקר טוב,  לסיון פרקש יש בעיה להתחבר מרחוק,  אם תוכלו לחזור אליה בהקדם- 0506204431  יום נעים!  [סיון] בקרו אותנו באתר - http://www.iplan.gov.il<http://www.iplan.g...",7878 מרכז שירות ותמיכה טכנולוגית
"נושא: FW: הזמנה למפגש זום להצגת ""מבט"" כלי להצגת איכות תכנון הי ראו את בקשת נציגת מודיעין  אשמח אם ניתן לעזור לה  מקווה שכיתבתי את האנשים הנכונים ....    [אורית]  בקרו אותנו באתר - http://www.iplan....",7878 מרכז שירות ותמיכה טכנולוגית
"נושא: עדכון כתובת מייל שלום וברכה,  נא להוסיף את טל קאופמן topjerusalem idf.il<mailto:topjerusalem idf.il> לרשימת תפוצה במייל - חברי ועדה מחוזית ירושלים מצומצם  בברכה,   [cid:image001.png 01D7F587....",7878 מרכז שירות ותמיכה טכנולוגית
"נושא: FW: יו""ר הועדה המקומית לתכנון ובניה הראל - עדכון  שלום וברכה, נא לשנות במערכת מעקב ובקרה בהפקת מכתבים לוועדה בהראל את שם הנמען כפי שמבוקש מטה.  בתודה ובברכה,   [cid:image002.png 01D7F588.1BC9...",7878 מרכז שירות ותמיכה טכנולוגית
"נושא: הוספת איש קשר לספר הכתובות   שלום,  אבקש להוסיף לספר הכתובות את נטע קניגשטיין ממשרד המשפטים – המייל שלה הוא: netako justice.gov.il<mailto:netako justice.gov.il> תודה    בברכה,    [cid:image01...",7878 מרכז שירות ותמיכה טכנולוגית
לא ניתן לשמור קבצים בכונן M- תקלה כללית,7878 מרכז שירות ותמיכה טכנולוגית
"נושא: FW: Message Notification הי, ראו להלן מייל מעיריית רחובות. הם לא מצליחים העביר לנו מיילים... אודה לבדיקה שלכם  בברכה,    -----Original Message----- From: Mail Delivery System <ironport_mon go...",7878 מרכז שירות ותמיכה טכנולוגית
"נושא: FW: Message Notification שלום לא מצליחים להעביר לנו מייל.. אודה לבדיקה  בברכה,    -----Original Message----- From: Mail Delivery System <ironport_mon gov.il>  Sent: Sunday, December 19, 2021 ...",צוות טכנאים
"נושא: כניסה למערכת פתיחת פניה בקליק שום, אני מנסה להכנס למערכת לפתיחת פניה בקליק/ למחולל החתימה האלקטרונית, וזה נשאר במסך הכניסה.  ניסיתי כל מיני יוזרים ואני לא מצליחה להכנס. אודה לעזרתכם.  נועה [c...",7878 מרכז שירות ותמיכה טכנולוגית
תקלה כללית בבוקסר- אין סנכרון מייל לנייד ,7878 מרכז שירות ותמיכה טכנולוגית
"נושא: שאלה בנוגע לתחזוקה   נשלח מ- Ido Levi   מכתובת מייל: ido@kapow-solutions.com שלום, בהמשך להודעה מטה, האם גם שרתי הייצור יושבתו? יש תהליכים שרצים על שרתי הייצור שאנחנו צריכים לדעת אם לעצור אות...",צוות טכנאים
תקלה כללית בבוקסר- אין סנכרון מייל לנייד ,7878 מרכז שירות ותמיכה טכנולוגית
נושא: מדפסת L-725_5  בקומה 5  כל הזמן תוקעת ניר  נשמח  לטיפולכם    [cid:image011.png 01D5627F.46ED1990] יוליה קוסמן גלעד ממונה תכניות מתאר מחוזיות אגף תכנון מרחבי  053-7209456 074-7578277 yuliako i...,צוות טכנאים
תקלה כללית בבוקסר- אין סנכרון מייל לנייד ,7878 מרכז שירות ותמיכה טכנולוגית
"נושא: התקנת גישה ממחשב ותוכנה לקורא כרטיסים   נשלח מ- Adi Sela Wiener   מכתובת מייל: adisewi@gmail.com שלום רב, בשל החלפת מחשב נייד אבקש לתאם תמיכה להתקנת תוכנות המאפשרות כניסה למערכת מינהל התכנון ...",צוות טכנאים
"נושא: FW: סריקות גאודע  היי מבקש הרשאה לביצוע שינויים בתיקייה הנ""ל \\mtm-isafe\Geo-Da\Download<file://mtm-isafe/Geo-Da/Download> תודה מראש  [cid:image011.png 01D5627F.46ED1990] יוסי בכר רפרנט מחשוב...",צוות טכנאים
נושא: New case opened in Bynet Data Communication: CS0188385   נשלח מ- Bynet Data Communication Service   מכתובת מייל: bynetprod@service-now.com [cid:sys_attachment.dosys_id6b199927db8dfb40b18ab29a...,7878 מרכז שירות ותמיכה טכנולוגית
נושא: Case CS0188385 handled and resolved in Bynet Data Communication   נשלח מ- Bynet Data Communication Service   מכתובת מייל: bynetprod@service-now.com [cid:sys_attachment.dosys_id6b199927db8dfb4...,7878 מרכז שירות ותמיכה טכנולוגית
"נושא: שלום, נא, לשנות סוג התכנית מס' 423-0695270 מ""תכנית מפורטת"" ל""תכנית מתאר מקומית"". תודה    בברכה,  [cid:image001.png 01D7F5A6.E06AF080]  בקרו אותנו באתר מנהל התכנון<https://www.gov.il/he/depart...",7878 מרכז שירות ותמיכה טכנולוגית
"נושא: וורד עובד בצורה איטית ונתקע שלום, קבצי הוורד שלי עובדים בצורה מאוד איטית, נתקעים והרבה מהפעולות קורות בדיליי. אודה לבדיקת הנושא.  תודה!   [cid:image001.png 01D7F5A7.54557830]  ",צוות טכנאים
"נושא: יצירת קבוצה בספר כתובות חיצוני  היי,  אבקש ליצור קבוצת תפוצה חדשה בספר כתובות חיצוני.  שם הקבוצה תמ""א/75 מפרץ חיפה (ועדת עורכים)  הרשאת כתיבה ועריכה: טליה קטיעי אסנת לינדר  נא עדכנו לאחר יציר...",צוות טכנאים
"נושא: FW: מינהל התכנון  פתיחת יוזר לחן מזרחי – רכזת ועדת ערר ירושלים  לתת הרשאות כמו למור זקן  מנהל ישיר יפית כרפסי [יפיתוש]  From: yriki mof.gov.il <yriki mof.gov.il> Sent: Sunday, December 19, 20...",צוות טכנאים
תקלה כללית בבוקסר- אין סנכרון מייל לנייד ,7878 מרכז שירות ותמיכה טכנולוגית
"נושא: קריאה נא לעדכן את כל העובדים האלה של מחוז תל אביב שבטבלה, שיהיו תחת טבלת פורומים של מחוז תל אביב בוועדות המקומיות שלהן:  1 תל אביב-יפו עמית גולדשטיין -- בוצע 2 בת ים יואב להב -- בוצע 3 חולון ...",7878 מרכז שירות ותמיכה טכנולוגית
נושא: שכחתי כרטיס. לא יכולה להכנס למערכת  ,7878 מרכז שירות ותמיכה טכנולוגית
"נושא: הוספת אנשי קשר לספר כתובות  שלום רב,  לספר כתובות יש להוסיף את -  דוד קלנר משרד האנרגיה כתובת מייל - davidk energy.gov.il<mailto:davidk energy.gov.il> טלפון - 058-7767858  /   074-7681652   ב...",7878 מרכז שירות ותמיכה טכנולוגית
תקלה כללית בבוקסר- אין סנכרון מייל לנייד ,7878 מרכז שירות ותמיכה טכנולוגית
"נושא: חדר 731 - בעיית שמע - פלזמה דודו ערב טוב,  בני עתיד לעבור לחדר 731 שם שהה בעבר. יש טענות חוזרות שיש בעיית שמע ברמקולים ולא שומעים טוב. האם תוכלו לבדוק מה ניתן לעשות שם בבקשה.  תודה רבה     בב...",צוות טכנאים
"נושא: WIFI  אין אינטרנט  [cid:image011.png 01D5627F.46ED1990] תמיר נוף מנהל פרוייקטים GIS 054-7559349 אגף בכיר טכנולוגיות דיגטיליות ומידע 074-7578385 בית הדפוס 12, ירושלים TamirN iplan.gov.il אתר מ...",צוות טכנאים
"נושא: תוכנה להקלטת וידאו מהמסך היי,  אם איזה תוכנת להקלטת מסך לווידאו משתמשים במינהל התיכנון? אני צריך משהו כמו https://obsproject.com/ (זה חינם).  תודה  [cid:image011.png 01D5627F.46ED1990] תמיר נ...",7878 מרכז שירות ותמיכה טכנולוגית
"נושא: מקבלת שגיאת חיבור לטרמינל, תוכלו לעשות לי ריסטרט למחשב? (עובדת מהבית) חן נהרי [cid:image001.png 01D7F63F.DC208410] ",7878 מרכז שירות ותמיכה טכנולוגית
"נושא: עבודה ללא כרטיס בוקר טוב, מבקש להחריג את נריה גרינולד ואותי מעבודה עם כרטיס היום.  יש לנו וועדה היום באולם ערבה. תודה  בברכה, [cid:image003.jpg 01D7F643.02592F80] נא לחשוב על הסביבה לפני שתדפ...",7878 מרכז שירות ותמיכה טכנולוגית
"נושא: שמירת מסמכים ממרכבה למחשב  שלום רב, בעת שאני רוצה לבצע שמירת מסמכים ממרכבה למחשב מופיעה ההודעה (מצ""ב צילום מסך), אודה לתת לי הרשאות לתיקיות שאוכל לשמור,   לאחר בירור עם הלקוח כמה בעיות במרכבה...",צוות טכנאים
מחליפה פאלפון היום מבקשת שאעזור לה בגיבוי המכשיר לפני הגעתו של הטכנאי ,צוות הדרכה והטמעה אפליקטיבי
"נושא: FW: פיילוט חתימה אלקטרונית     בברכה, [חתימה]  From: הילה לוי Sent: Tuesday, December 21, 2021 9:04 AM To: גיא דוננפלד (חיצוני)‏ <guyd neho.org.il> Cc: 'גיא דוננפלד (חיצוני)' Subject: פיילוט ...",7878 מרכז שירות ותמיכה טכנולוגית
"נושא: כניסה למחשב ללא כרטיס בוקר טוב,  אשמח לקבל אישור לכניסה למחשב ללא כרטיס עבור ישיבה באולם ארבל..  תודה רבה ויום טוב     בברכה, [חתימה- ים וחופים] תחום ים וחופים<https://www.gov.il/he/departmen...",7878 מרכז שירות ותמיכה טכנולוגית
נושא:   [cid:image001.png 01D7F64E.E9E63860]   [cid:image011.png 01D5627F.46ED1990] מור זקן וועדת ערר תכנון ובניה מינהל התכנון הגן הטכנולוגי מלחה בניין 1 כניסה ב'  026782801 0776070102 morza iplan....,7878 מרכז שירות ותמיכה טכנולוגית
נושא:    [cid:image001.png 01D7F64F.0119B430]  [cid:image011.png 01D5627F.46ED1990] מור זקן וועדת ערר תכנון ובניה מינהל התכנון הגן הטכנולוגי מלחה בניין 1 כניסה ב'  026782801 0776070102 morza iplan....,7878 מרכז שירות ותמיכה טכנולוגית
"נושא: הוספת איש קשר  היי, מבקשת להוסיף לרשימת אנשי הקשר של מינהל התכנון את אדר' עפרי דגני |  0508523778 | ofridegany gmail.com<mailto:ofridegany gmail.com> תודה שני  בברכה, [חתימה]   ",7878 מרכז שירות ותמיכה טכנולוגית
"נושא: FW: פורום מכוני בקרה  הי,  יש להוסיף את המייל mankal bakarah.co.il<mailto:mankal bakarah.co.il>  לקבוצת מנהלי מכוני בקרה  בברכה,  [חתימה חן]  From: אפרת מחפוד Sent: Sunday, December 19, 2021 ...",7878 מרכז שירות ותמיכה טכנולוגית
"תקלה כללית, אין wifi במטה ",7878 מרכז שירות ותמיכה טכנולוגית
"נושא: החרגת כרטיס חכם- יעל הויזמן שלום רב,  מחר, 22.12.2021, מתקיימת ישיבת מליאת הולחוף מ-8:00 בבוקר עד 18:00 בערב. אנא החריגו לי את הכרטיס ליום מלא על מנת שאוכל להתחבר למחשב המנהלי באולם שקמה עם ה...",7878 מרכז שירות ותמיכה טכנולוגית
"תקלה כללית, אין wifi במטה ",7878 מרכז שירות ותמיכה טכנולוגית
"נושא: תיקון פרטים [cid:image001.png 01D7F65A.26C679B0]  אשמח לתיקון הפרטים המופיעים. אני כיום עובד במחוז מרכז, כמוביל תוכניות. ונמצא בהרצל 91 רמלה. הטלפון הרשום איננו נכון( מופיע בחתימה למייל הטלפו...",7878 מרכז שירות ותמיכה טכנולוגית
"נושא: היי , אבקש לפתוח הרשאה לחן מזרחי לתוכנת מעקב ובקרה מס' טל 054-8752537    [cid:image011.png 01D5627F.46ED1990] מור זקן וועדת ערר תכנון ובניה מינהל התכנון הגן הטכנולוגי מלחה בניין 1 כניסה ב'  0...",7878 מרכז שירות ותמיכה טכנולוגית
"נושא: Re: המייל באייפון ובמחשב לא מפסיקים להקפיץ הודעות עם בקשת ססמא, אנא תקנו את זה כן תודה רבה  בברכה, שמיר  אדריכל שמיר זלקין יועץ מלווה תכנון 052-5267100  ?ב-21 בדצמ׳ 2021, בשעה 9:47, ‏‏תמיכה ט...",7878 מרכז שירות ותמיכה טכנולוגית
"נושא: מסמכי מאור - ק. אגף תכנון מרחבי  היי,  אבקש לדעת האם הקבוצה החדשה: ק. אגף לתכנון מרחבי מופיעה גם במאור.  נא חזרו אליי.  ב ב ר כ ה,  [cid:image011.png 01D5627F.46ED1990] טליה קטיעי רע""נ (מוסדו...",7878 מרכז שירות ותמיכה טכנולוגית
נושא: לא ניתן להתחבר למשרד עם כרטיס עובד מהבית היי. מהבוקר אני לא יכול לנתחבר למדרד מהבית באמצעות כרטיס עובד. אני מקבל הודעה בפולס לפיה you do not have permission to login אודה לטיפולכם בהקדם  אלכס...,7878 מרכז שירות ותמיכה טכנולוגית
"נושא: שלום, נא, לשנות את סוג התכנית מס' 407-0899351 מ""תכנית מפורטת"" ל""תכנית מתאר מקומית"". תודה    בברכה,  [cid:image001.png 01D7F667.288FDC20]  בקרו אותנו באתר מנהל התכנון<https://www.gov.il/he/dep...",7878 מרכז שירות ותמיכה טכנולוגית
"נושא: שינוי סיווג תכנית שלום,  אני צריך בבקשה שתשנו את סיווג תכנית מספר 101-0682849 – מתחם התחנה ירושלים – בינוי ופיתוח מתחמים א3 ו-א4 מתכנית מפורטת לתכנית מתאר מקומית.  תודה רבה!  בברכה,  [cid:ima...",7878 מרכז שירות ותמיכה טכנולוגית
"נושא: שינוי מספר ceav ehhn, היי, מבקש לשנות מספר בקשה ממספר: 102/ 35/ 17/ 35. למספר: 102/ 35/ 17/ 13  ",צוות הדרכה והטמעה אפליקטיבי
נושא: New case opened in Bynet Data Communication: CS0188898   נשלח מ- Bynet Data Communication Service   מכתובת מייל: bynetprod@service-now.com [cid:sys_attachment.dosys_id6b199927db8dfb40b18ab29a...,7878 מרכז שירות ותמיכה טכנולוגית
נושא: Case CS0188898 handled and resolved in Bynet Data Communication   נשלח מ- Bynet Data Communication Service   מכתובת מייל: bynetprod@service-now.com [cid:sys_attachment.dosys_id6b199927db8dfb4...,7878 מרכז שירות ותמיכה טכנולוגית
תקלה כללית-נפילת שרת ,7878 מרכז שירות ותמיכה טכנולוגית
"שלום רב,  יש להוסיף איש קשר לספר הכתובות בהתאם לפרטים  -  שירלי סטפנסקי  רכזת סטטוטוריקה - חטיבת הנדסה ופיתוח נתיבי ישראל אור יהודה  טל':  074-7212407  דוא""ל: Shirlys@iroads.co.il  ",7878 מרכז שירות ותמיכה טכנולוגית
"נושא: RE: שירות תוכניות חלות נופל תבדקו שוב הייתה לנו נפילה של שרתים   בברכה, אלעד גבאי [signature]  From: עומר דיקשטיין | Omer Dechsteen <omerd digital.gov.il> Sent: Tuesday, December 21, 2021 3:3...",צוות תשתיות/סיסטם
בהמשך לקריאה I-5941468  נושא: New case opened in Bynet Data Communication: CS0188996   נשלח מ- Bynet Data Communication Service   מכתובת מייל: bynetprod@service-now.com [cid:sys_attachment.dosys_id...,7878 מרכז שירות ותמיכה טכנולוגית
"נושא: שינוי חתימה הי, אבקש לשנות את החתימה שלי במייל, שיופיע מתחת לשם כך:  מזכיר הוועדה הוועדה למתחמים מועדפים לדיור ולפיתוח מוטה תחבורה (ותמ""ל)   [cid:image002.jpg 01D64EFE.227040D0]  ",7878 מרכז שירות ותמיכה טכנולוגית
נושא: Case CS0188996 handled and resolved in Bynet Data Communication   נשלח מ- Bynet Data Communication Service   מכתובת מייל: bynetprod@service-now.com [cid:sys_attachment.dosys_id6b199927db8dfb4...,7878 מרכז שירות ותמיכה טכנולוגית
"נושא: שגיאה בהפקת שובר [cid:image001.png 01D7F696.D5C58D20]  בברכה,  [cid:image001.png 01D718E6.8C59F790]  ",7878 מרכז שירות ותמיכה טכנולוגית
"נושא: תקלה בהפקת שובר הסתדר, יצאתי מהמערכת ואחרי זה הפיק שובר  בברכה,  [cid:image001.png 01D718E6.8C59F790]  ",7878 מרכז שירות ותמיכה טכנולוגית
"נושא: תכנת החיבור מרחוק Pulse Secure עושה שטויות היי,  התוכנה מתחילה על המחשב באופן אוטומטי ומבקשת שאכניס כרטיס גם כשאין לי כוונה להתחבר מרחוק. היא לא מניחה לי גם כשאני מקליק על Cancel.  תודה, תמיר...",7878 מרכז שירות ותמיכה טכנולוגית
"נושא: הוספת איש קשר לקבוצת שליחה קיימת במייל שלום, אני מנסה להוסיף איש קשר לקבוצה שפתחתי בשבוע שעבר במייל. אשמח אם תוכלו לעזור לי בכך (וגם לקבל הסבר איך עושים את זה כדי שבהמשך אוכל לעשות זאת בעצמי)...",7878 מרכז שירות ותמיכה טכנולוגית
"נושא: RE: היי , אבקש לפתוח הרשאה לחן מזרחי לתוכנת מעקב ובקרה מס' טל 054-8752537 אנחנו צריכים שתחברו לה את מעקב ובקרה  ",7878 מרכז שירות ותמיכה טכנולוגית
"נושא: הרשאות לתיקיית אגף תכנון משולב  בוקר טוב,  מבקשת לתת הרשאות מלאות לדוראל בן יהודה לתיקיית האגף לתכנון משולב בכונן  M(למעט תיקיית ""מינהלה"" המצויה בתיקייה הפנימית). אם אפשר בדחיפות, יעזור לנו מ...",צוות טכנאים
נושא: לא מצליחה להתחבר מרחוק. אודה לסיוע. ענת 0506270876  נשלח מ-Workspace ONE Boxer ,7878 מרכז שירות ותמיכה טכנולוגית
"נושא: בוקר טוב, צריכה עזרה דחופה עם טבלה .תודה   [איריס בודקוב] אתר מינהל התכנון - http:\\www.iplan.gov.il<http://www.iplan.gov.il/Pages/HomePage.aspx>  ",7878 מרכז שירות ותמיכה טכנולוגית
"מבקשת הרשאות נפרדות לתיקיית מינהלה שנמצאת בתוך התיקייה האגפית בכונן M של אגף תכנון משולב התיקייה נמצאת בנתיב: M:\אגף בכיר לתכנון משולב\תיקיה פנימית אגף בלבד\מינהלה הרשאות רק לליאת, שמעון, מגי טליה ...",צוות תשתיות/סיסטם
נושא: יצירת סנכרון בין יומן האאוטלוק לבין היומן של המכשיר הנייד  אודה להסבר כיצד לבצע מבקש לחזור אליו עוד שעה ב10:00 ,7878 מרכז שירות ותמיכה טכנולוגית
נושא: New case opened in Bynet Data Communication: CS0189083   נשלח מ- Bynet Data Communication Service   מכתובת מייל: bynetprod@service-now.com [cid:sys_attachment.dosys_id6b199927db8dfb40b18ab29a...,7878 מרכז שירות ותמיכה טכנולוגית
"נושא: עדכון חברי ועדה - עו""ד טוביה פיסינגר   נשלח מ- <טפסים>   מכתובת מייל: portal@iplan.gov.il  [cid:icgen.gif]   עו""ד טוביה פיסינגר<http://ishare/forms/Lists/List/DispForm.aspx?ID=409> נוסף  [cid...",7878 מרכז שירות ותמיכה טכנולוגית
"נושא: RE: מתקן פוטוולטאי להבות הבשן 253-0870626  לצוות התמיכה בוקר טוב, יש תקלה בפתיחת התכנית לעריכה. לפני יומיים ביצעתי העברת מפתח וגם הבוקר, מופיע סטטוס שהמפתח אצל המגיש, אך בפועל התכנית לא פתוחה...",7878 מרכז שירות ותמיכה טכנולוגית
"נושא: FW: פתיחת תכנית נעולה במערכת שלום, מבקשת להעביר את המפתח לוועדה המקומית לתכנון ולבניה גליל עליון.   בברכה,   [cid:image011.png 01D5627F.46ED1990] מיטל גור מזכירת ועדה מחוזית לשכת התכנון - מחו...",7878 מרכז שירות ותמיכה טכנולוגית
"נושא: FW: עדכון סטטוס באתר מבא""ת ובקווים כחולים לתכנית 214-0583849 - ניוד זכויות בניה והסדרת שטח מסחר ותעסוקה- קיבוץ דגניה ב' שלום, אבקש לבדוק כיצד ניתן לטפל בבקשתו של יואב. נא להשיב לו לאחר טיפול,...",7878 מרכז שירות ותמיכה טכנולוגית
נושא: New case opened in Bynet Data Communication: CS0189105   נשלח מ- Bynet Data Communication Service   מכתובת מייל: bynetprod@service-now.com [cid:sys_attachment.dosys_id6b199927db8dfb40b18ab29a...,7878 מרכז שירות ותמיכה טכנולוגית
"נושא: קריאה בנושא קבוצת תפוצה במייל  בוקר טוב, נבקש להוסיף את עורך דין נחמיה ון דייק – מייל: NechemiaVa iplan.gov.il<mailto:NechemiaVa iplan.gov.il> לקבוצת התפוצה: יועצים משפטיים מחוזות : יועצים מש...",7878 מרכז שירות ותמיכה טכנולוגית
"נושא: טעות ברישום במעקב ובקרה שלום, ברישום ישיבות במערכת מעקב ובקרה אין מספר ישיבה לישיבת מליאה (קוד 16) שהתקיימה בתאריך 06/10/21, מצ""ב צילום מסך. בשל כך אנחנו לא יכולים לעדכן אותה עבור תוכניות רלו...",צוות הדרכה והטמעה אפליקטיבי
"נושא: 211-0331702 שלום, אבקש להעביר מפתח לעורך בתכנית שבנידון  [עידו לוי]  ",7878 מרכז שירות ותמיכה טכנולוגית
נושא: RE: תכנת החיבור מרחוק Pulse Secure עושה שטויות עדין ממשיך להציק  [cid:image011.png 01D5627F.46ED1990] תמיר נוף מנהל פרוייקטים GIS 054-7559349 אגף בכיר טכנולוגיות דיגטיליות ומידע 074-7578385 ב...,7878 מרכז שירות ותמיכה טכנולוגית
נושא: Case CS0189105 handled and resolved in Bynet Data Communication   נשלח מ- Bynet Data Communication Service   מכתובת מייל: bynetprod@service-now.com [cid:sys_attachment.dosys_id6b199927db8dfb4...,7878 מרכז שירות ותמיכה טכנולוגית
"בהמשך לקריאה I-5943541   נושא: שלום, מצרפת צילום מסך בהמשך לשיחתי הטלפונית עם אריה. לא הצלחתי לשלוח את המייל ישירות אליו - תוכלו להעביר לו מייל זה? תודה, רמה טלפון נייד ליצירת קשר איתי – 050-620461...",7878 מרכז שירות ותמיכה טכנולוגית
"נושא: FW: Tehila Anti-Virus deleted a message (blue-av)לעזרתכם אודה-  הי, מדוע אני לא מצליחה לקבל את המייל? תודה,     שירי לנצנר  יועצת אדריכלית ורכזת שימור לשכת התכנון מחוז תל אביב  מנחם בגין 125,...",7878 מרכז שירות ותמיכה טכנולוגית
"נושא: אירועים שלא ניתן לסגור במערכת בערר תא/1052/0520 שלום רב,  יש מספר אירועים שסגרנו אותם במערכת והם עדיין מופיעים פתוחים ועקב כך לא ניתן לעשות סיום טיפול. מדובר באירועים: 18 + 18.1 +29.1  אודה ל...",צוות הדרכה והטמעה אפליקטיבי
"שלום רב,   מבינה מלשכות התכנון שעדין מתקשים לקבל מיפוי וגישה אל התיקייה שביקשתי לשתף לעריכה לכל מנהל התכנון תחת אגף אסטרטגי הנמצאת בכונן M  .   בשלב זה כדי לאפשר המשך עבודה שוטפת אנו עובדים על התיק...",צוות תשתיות/סיסטם
"** בספר כתובות חיצוני נוצרה קבוצה תחת השם ק. תמ""א/75 – מפרץ חיפה (ועדת עורכים) **  נא לעדכן את השמות בקבוצה.  ליאת בן יחזקאל liat@tochen.co.il / רעות שפר reut@tochen.co.il כלנית נתנאל – יער אדר' ca...",7878 מרכז שירות ותמיכה טכנולוגית
"נושא: 356-0910851 שינוי בהוראות התכנית במגרש 58/1 חלקות 4,5,32 גוש 17143 - עספיא - שינוי סוג תכנית   שלום אבקש לשנות את סוג התכנית לתכנית מתאר מקומית תודה הלית  [cid:image001.jpg 01D7F4C1.4B45A580]   ",7878 מרכז שירות ותמיכה טכנולוגית
נושא: Case CS0189083 handled and resolved in Bynet Data Communication   נשלח מ- Bynet Data Communication Service   מכתובת מייל: bynetprod@service-now.com [cid:sys_attachment.dosys_id6b199927db8dfb4...,7878 מרכז שירות ותמיכה טכנולוגית
נושא:   שלום אני לא מצליח להחתים את התוכנית 263-0260489 רושם לי שהתוכנית לא נמצאת  [cid:image001.jpg 01D64F90.8FF4D340]  ,7878 מרכז שירות ותמיכה טכנולוגית
"נושא: RE: 356-0910851 שינוי בהוראות התכנית במגרש 58/1 חלקות 4,5,32 גוש 17143 - עספיא - שינוי סוג תכנית [cid:image001.jpg 01D7F733.6325E6A0]  [cid:image005.jpg 01D7F733.6325E6A0]   From: תמיכה טכנית...",7878 מרכז שירות ותמיכה טכנולוגית
"היי, בתיקיית אגף בכיר ועדות מקומיות \\10.53.250.150\Mehozot\MATE\אגף בכיר לרגולציה ברישוי ובניה\אגף בכיר ועדות מקומיות\פרטי קשר ועדות מקומיות  ישנו קובץ שנקרא ""פרטי אנשי קשר בוועדות המקומיות 12.10....",צוות טכנאים
"נושא: פתיחת ישיבות נעולות  שלום,  אבקש לפתוח את הישיבות הרשומות מטה על מנת לעדכן השתתפות חברי וועדה. ועדה 10 25/10/2021 12/4/2021 1/3/2021 25/1/2021  תודה [לכידה]  ",7878 מרכז שירות ותמיכה טכנולוגית
בהמשך לקריאה I-5940387 תקלה כפולה,7878 מרכז שירות ותמיכה טכנולוגית
נושא: פתיחת ישיבות שלום לכולם  מבקש לפתוח את הישיבות על מנת לעדכן את חברי הוועדה.  יוסי ניסה לעזור לי והוא לא יכול לעדכן משום מה.  זה מאוד דחוף. מספר ועדה 65  6.1.2021  3.2.2021  3.3.2021  18.3.202...,7878 מרכז שירות ותמיכה טכנולוגית
נושא: FW: 303-0640045 קיסריה – חוף הזהב.  שלום עשינו סיום טיפול אבל מסתבר שצריך לעדכן משהו בתשריטים אבקש לבטל את סיום הטיפול תודה  [cid:image005.jpg 01D7F73E.81229800]  [cid:image006.jpg 01D7F73E.8...,7878 מרכז שירות ותמיכה טכנולוגית
"נושא: FW: תכנית 101-0934380  אלי שלום רב,  אני מנסה לשייך מכתב עמידה בתנאי סף לתכנית זו והמכתב יוצא משובש , ללא התוכן , תבדוק בבקשה מדוע וכיצד ניתן לתיקון.  בתודה ובברכה,   [cid:image001.png 01D572...",צוות הדרכה והטמעה אפליקטיבי
"נושא: תכנית 605-0145763  שלום רב,  בתכנית שבנדון יש למחוק שלב 1040 (מסומן בעיגול אדום) נפתח מעצמו.   [cid:image001.jpg 01D7F741.93A72A60]  בברכה,  [cid:image001.png 01D709F8.DCE84D30]   בקרו אותנו ...",צוות הדרכה והטמעה אפליקטיבי
נושא: New case opened in Bynet Data Communication: CS0189286   נשלח מ- Bynet Data Communication Service   מכתובת מייל: bynetprod@service-now.com [cid:sys_attachment.dosys_id6b199927db8dfb40b18ab29a...,7878 מרכז שירות ותמיכה טכנולוגית
